time,HPPower,TAir,WinA.k_ukf,heatCapacitor.C_ukf,heatCapacitor1.C_ukf,thermalResistor.R_ukf,thermalResistor1.R_ukf,weaHGloHor,weaTDryBul
0.0,-4.4090205315447526e-09,292.208487690777,1.8617002407918943,7102062.269956178,224321479.881709,0.0022079882728882915,0.09995006517310631,0.0,270.54999999999995
300.0,-4.4090205315447526e-09,292.003258869859,1.8617002407918943,7102062.269956178,224321479.881709,0.0022079882728882915,0.09995006517310631,0.0,270.51666666666665
