time,HPPower,TAir,WinA.k_ukf,heatCapacitor.C_ukf,heatCapacitor1.C_ukf,thermalResistor.R_ukf,thermalResistor1.R_ukf,weaHGloHor,weaTDryBul
0.0,0.46623988758165086,292.05545479633,1.877137767504832,7117333.079432012,224337564.02066377,0.002209557567461781,0.09995170056825081,0.0,270.54999999999995
300.0,0.3238569580252165,292.259326207563,1.877137767504832,7117333.079432012,224337564.02066377,0.002209557567461781,0.09995170056825081,0.0,270.51666666666665
