time,HPPower,TAir,WinA.k_ukf,heatCapacitor.C_ukf,heatCapacitor1.C_ukf,thermalResistor.R_ukf,thermalResistor1.R_ukf,weaHGloHor,weaTDryBul
0.0,0.24563177978886244,292.126232636208,1.8742863435893076,7114484.871153483,224334559.11168805,0.002209270552047276,0.09995139789903901,0.0,270.54999999999995
300.0,0.48846196958668625,292.17797215114,1.8742863435893076,7114484.871153483,224334559.11168805,0.002209270552047276,0.09995139789903901,0.0,270.51666666666665
